daily_avg,Date,GHI
29.7645252,2018-10-17,280.5625
40.99813576,2020-12-20,155.875
9.581950435,2013-11-24,351.875
47.55048539,2019-11-07,212.41176470588235
29.87526039,2019-01-05,150.125
8.621596245,2012-12-04,309.875
8.700795406,2017-11-30,330.0
4.44321436,2020-11-13,362.77777777777777
9.010040403,2012-01-09,285.3333333333333
4.156068008,2018-11-15,343.44444444444446
1.486367367,2015-01-03,146.33333333333334
11.87247436,2018-10-23,379.45454545454544
3.491533405,2020-12-05,296.75
13.34827907,2018-10-04,509.4
15.45750852,2018-12-26,34.46666666666667
9.700945881,2018-02-01,386.22222222222223
7.579258684,2020-12-21,292.625
0.979243535,2014-12-22,72.2
10.83015547,2016-11-21,349.875
4.112694304,2018-11-22,263.8
24.31114292,2020-01-02,141.4375
10.56778551,2013-11-13,361.8888888888889
9.412714748,2018-02-02,315.3333333333333
7.863243169,2020-10-19,45.0
1.160246516,2018-09-05,60.63636363636363
25.63048343,2017-12-21,23.866666666666667
4.039533732,2020-11-30,263.0
24.7958287,2018-04-14,31.26086956521739
0.849013243,2012-12-28,79.0
9.251359472,2016-12-27,304.375
22.1394551,2020-01-16,169.75
0.716920034,2013-01-29,61.5
32.0118627,2018-10-21,262.5
9.148087104,2017-11-25,303.55555555555554
10.64522001,2015-12-04,321.625
2.555485437,2017-12-27,228.1818181818182
9.233319417,2016-01-10,318.77777777777777
2.967656634,2018-01-12,242.7
8.911463495,2013-01-14,315.0
3.217141567,2020-12-10,279.125
8.573098737,2011-12-25,305.125
9.109375444,2017-11-23,338.375
27.42102502,2020-02-20,267.0
0.935049456,2020-10-25,66.44444444444444
11.96562144,2018-10-20,396.6363636363636
10.40746894,2014-12-03,318.75
9.978300453,2016-11-13,354.3333333333333
8.31905372,2011-12-18,294.25
1.536651636,2016-12-01,71.16666666666667
3.449074464,2018-12-18,278.375
5.129923506,2020-11-03,324.09090909090907
0.476878278,2015-11-17,90.0
9.744419548,2017-11-20,262.54545454545456
1.441242674,2012-10-25,56.44444444444444
11.21508198,2012-10-31,378.2
4.019116695,2019-12-22,205.1818181818182
9.720847601,2017-01-04,311.625
8.388613639,2012-12-12,302.625
10.03514715,2015-11-19,336.0
8.965413743,2017-11-24,295.1111111111111
26.97518146,2017-12-12,152.1875
20.73237623,2018-12-10,154.625
1.557405073,2015-10-23,67.83333333333333
8.547744371,2017-12-01,256.5
8.219498123,2017-12-16,234.2
10.71764715,2015-11-13,360.44444444444446
10.36208028,2016-11-09,335.8
10.24388233,2014-12-31,311.25
0.944792938,2012-02-23,78.83333333333333
11.44119889,2016-11-03,347.1
28.00920286,2020-11-11,202.25
36.4993043,2018-02-16,274.75
8.893383756,2013-11-28,337.625
25.48266788,2017-11-14,31.5
1.188579689,2011-11-27,67.66666666666667
9.317563763,2011-11-29,341.0
9.277163773,2011-12-02,330.875
8.474447075,2011-12-16,309.0
10.73123866,2015-11-09,340.9
9.474058776,2013-01-21,345.1111111111111
32.93225155,2018-10-18,241.5
8.837947084,2018-01-18,315.1111111111111
16.88399817,2018-11-18,197.9375
3.71293322,2019-12-27,227.2
32.99735672,2018-10-22,233.16666666666663
1.017403751,2013-11-20,74.5
36.75235018,2018-01-25,187.1875
21.49967933,2020-03-18,47.0
13.02962935,2017-02-18,422.7
9.18304876,2013-11-27,339.625
7.467649732,2020-03-06,447.0833333333333
10.27814761,2015-12-19,296.125
10.38066883,2016-11-12,356.44444444444446
8.511228746,2017-12-07,322.875
8.603998731,2017-11-29,331.0
24.0505161,2020-01-01,149.6
12.97409227,2020-10-04,516.4
5.77411928,2020-02-21,453.6
12.60018069,2017-02-03,405.55555555555554
9.582936813,2016-01-12,322.0
8.866286896,2012-11-16,332.6666666666667
5.838483629,2019-01-30,65.0
3.886144524,2019-11-22,343.0
15.49737546,2018-12-29,32.733333333333334
14.04589948,2017-02-15,447.1111111111111
11.57873719,2020-10-13,451.1
11.50090887,2015-11-02,351.4
9.911050943,2015-11-12,357.5
8.782587417,2012-11-28,327.25
3.405502015,2013-12-28,337.85714285714283
20.39764867,2020-11-07,197.52941176470588
8.729337794,2012-01-05,263.55555555555554
7.988575319,2013-01-01,326.875
2.576740866,2015-11-11,100.44444444444444
12.77930498,2019-10-07,411.8333333333333
8.635735445,2012-01-11,315.75
10.43448465,2011-11-17,340.3333333333333
12.41898116,2019-10-08,486.3
11.94522558,2020-10-07,473.5
12.99357954,2017-02-17,414.4
11.02247572,2016-11-04,342.2
4.163383844,2020-12-14,5.333333333333333
1.22816751,2014-12-21,63.57142857142857
20.88074107,2020-11-26,140.5
14.42142043,2019-10-14,414.1818181818182
5.258198982,2020-11-01,349.54545454545456
0.928416409,2016-01-06,90.8
28.12843343,2017-11-15,190.5
0.750183234,2020-01-03,67.57142857142857
11.13756452,2012-10-30,377.6
4.41167142,2020-11-16,299.3
1.992288311,2012-12-07,61.57142857142857
0.393864776,2015-01-07,478.0
1.394479233,2011-12-15,73.0
3.325279404,2018-12-08,313.75
14.08715739,2017-02-12,440.22222222222223
36.40652992,2018-01-20,181.2
0.948152127,2016-01-02,409.4
8.393458231,2011-12-24,297.5
13.9767496,2015-10-13,454.1
11.00346624,2015-11-08,341.9
2.626706333,2012-12-21,324.5
0.264553137,2015-12-13,132.0
10.50388974,2012-11-13,344.0
10.65638218,2016-11-08,332.9
15.76554734,2016-09-26,553.5
21.08708774,2018-04-03,44.5625
5.501759733,2020-02-06,375.3
11.38314202,2015-11-03,353.3
5.072505953,2018-01-17,276.2
1.065095586,2015-12-26,81.33333333333333
10.53193197,2016-11-16,321.8888888888889
29.74846836,2017-11-09,201.2941176470588
11.24556723,2019-10-17,442.4
7.946308973,2012-12-11,304.75
11.79461477,2012-02-12,405.4
9.709411015,2019-10-25,395.4
5.674309626,2020-02-18,429.7
7.662743705,2017-12-08,305.75
10.90135719,2013-11-09,321.9
1.015246716,2013-11-16,94.8
10.63067081,2015-01-12,360.75
9.576645119,2013-11-15,331.44444444444446
8.642774652,2014-01-25,374.44444444444446
32.31958921,2019-12-19,134.6875
20.30467349,2018-10-28,237.9375
10.40296382,2016-01-17,332.44444444444446
1.806343921,2019-12-11,347.6666666666667
2.960225731,2020-01-05,206.9
33.94198415,2020-12-23,55.0
0.613210444,2011-12-14,69.8
12.22937178,2016-02-19,417.2
8.658088273,2013-01-06,301.8888888888889
11.69177393,2012-02-11,439.8888888888889
10.88125242,2014-11-14,353.22222222222223
12.561052,2013-10-08,481.4
1.901477511,2018-09-28,69.8
6.660337258,2019-01-29,76.66666666666667
11.90522697,2013-10-13,469.9
14.1168354,2016-09-27,497.7272727272728
9.140506466,2018-01-29,353.77777777777777
4.204593974,2018-10-30,138.5
2.27643025,2019-04-30,69.18181818181819
10.89475021,2020-10-12,365.9090909090909
8.898774675,2013-01-25,349.77777777777777
0.883166676,2019-11-29,74.875
8.686833757,2017-11-22,303.3333333333333
12.06617352,2017-02-21,394.8181818181818
20.07117919,2018-03-01,284.1764705882353
12.99465956,2014-10-31,421.22222222222223
3.219683906,2020-11-27,294.75
8.323338815,2014-11-27,360.0
12.37655224,2012-10-12,470.7
1.888385693,2018-02-20,76.5
10.00435824,2012-11-08,322.6
8.503192113,2013-01-04,291.0
1.655000618,2019-01-07,138.85714285714286
13.17699686,2014-10-29,412.8888888888889
11.66180286,2015-11-01,353.4
10.87058375,2015-01-15,346.875
12.89781536,2014-11-01,410.8888888888889
10.93978322,2016-11-06,332.1
2.559043633,2019-11-28,72.75
31.76635849,2020-03-19,44.578947368421055
