Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,813957,-,-,-,41.65,-91.54,0,213,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2021,1,1,0,30,-10.700000000000001,0,0,0,7,-11.9,0,0,0,0,90.92,108.71000000000001,0.8,999,0.4,89,1.9000000000000001,0.0000,0.0000
2021,1,1,1,30,-10.3,0,0,0,4,-11.9,0,0,0,0,88.3,119.73,0.8,999,0.4,102,2.3000000000000003,0.0000,0.0000
2021,1,1,2,30,-9.600000000000001,0,0,0,7,-11.100000000000001,0,0,0,0,88.55,130.91,0.8,1000,0.4,112,2.5,0.0000,0.0000
2021,1,1,3,30,-9.600000000000001,0,0,0,7,-10.8,0,0,0,0,91.28,141.91,0.8,1000,0.4,106,2.3000000000000003,0.0000,0.0000
2021,1,1,4,30,-10.3,0,0,0,7,-11.3,0,0,0,0,92.03,152.04,0.8,999,0.4,90,2,0.0000,0.0000
2021,1,1,5,30,-10.9,0,0,0,7,-12.200000000000001,0,0,0,0,89.83,159.56,0.8,999,0.4,78,1.9000000000000001,0.0000,0.0000
2021,1,1,6,30,-11.100000000000001,0,0,0,7,-12.600000000000001,0,0,0,0,88.47,160.84,0.8,999,0.5,73,2,0.0000,0.0000
2021,1,1,7,30,-10.8,0,0,0,7,-12.600000000000001,0,0,0,0,86.55,154.9,0.8,998,0.5,73,2.5,0.0000,0.0000
2021,1,1,8,30,-10.100000000000001,0,0,0,6,-12.100000000000001,0,0,0,0,85.27,145.34,0.8,997,0.6000000000000001,72,3.1,0.0000,0.0000
2021,1,1,9,30,-9.4,0,0,0,6,-11.200000000000001,0,0,0,0,86.81,134.52,0.8,996,0.7000000000000001,67,3.7,0.0000,0.0000
2021,1,1,10,30,-8.8,0,0,0,6,-10.5,0,0,0,0,87.34,123.34,0.8,994,0.8,57,4,0.0000,0.0000
2021,1,1,11,30,-8.5,0,0,0,6,-10,0,0,0,0,88.72,112.23,0.8,992,1,46,4.1000000000000005,0.0000,0.0000
2021,1,1,12,30,-8.3,0,0,0,6,-9.700000000000001,0,0,0,0,89.34,101.48,0.8,992,1.1,43,3.9000000000000004,0.0000,0.0000
2021,1,1,13,30,-8.1,4,27,3,9,-9.700000000000001,1,0,43,1,88.17,91.36,0.8,992,1.2000000000000002,43,4.1000000000000005,0.0000,0.0000
2021,1,1,14,30,-7.300000000000001,41,519,112,6,-9.3,35,0,100,35,85.75,82.09,0.8,992,1.3,45,4.5,0.0000,0.0000
2021,1,1,15,30,-6.2,60,717,253,6,-8.200000000000001,89,24,29,95,85.51,74.39,0.8,991,1.4000000000000001,45,4.5,4.6707,3.5933
2021,1,1,16,30,-5.300000000000001,72,802,365,6,-7.2,135,65,0,159,86.47,68.58,0.8,990,1.5,35,4.800000000000001,8.2417,6.3931
2021,1,1,17,30,-4.4,79,835,429,7,-6.2,147,114,0,195,87.06,65.22,0.8,988,1.6,25,5.2,10.3840,8.0811
2021,1,1,18,30,-3.6,80,836,437,4,-5.2,103,268,11,217,88.45,64.73,0.8,987,1.7000000000000002,19,5.2,11.5975,9.0291
2021,1,1,19,30,-3,78,805,390,4,-4.4,125,461,0,304,90.04,67.16,0.8,986,1.7000000000000002,13,5.1000000000000005,15.9455,12.3873
2021,1,1,20,30,-2.7,67,732,291,4,-3.9000000000000004,105,249,0,181,91.52,72.2,0.8,986,1.7000000000000002,183,5.1000000000000005,9.0810,7.0111
2021,1,1,21,30,-2.9000000000000004,50,581,157,7,-3.8000000000000003,47,0,100,47,93.5,79.34,0.8,987,1.6,354,5.2,2.2404,1.7086
2021,1,1,22,30,-3.2,17,185,24,4,-4.1000000000000005,8,0,100,8,93.43,87.86,0.8,988,1.5,350,5.1000000000000005,0.0000,0.0000
2021,1,1,23,30,-3.4000000000000004,0,0,0,4,-4.5,0,0,0,0,91.77,97.99000000000001,0.8,988,1.5,349,5,0.0000,0.0000
2021,1,2,0,30,-4,0,0,0,7,-5,0,0,0,0,92.55,108.57000000000001,0.8,989,1.3,352,4.800000000000001,0.0000,0.0000
2021,1,2,1,30,-4.7,0,0,0,7,-5.6000000000000005,0,0,0,0,93.22,119.59,0.8,989,1.2000000000000002,356,4.3,0.0000,0.0000
2021,1,2,2,30,-6,0,0,0,0,-6.5,0,0,0,0,96.56,130.77,0.8,989,1,356,3.4000000000000004,0.0000,0.0000
2021,1,2,3,30,-7.9,0,0,0,0,-8.200000000000001,0,0,0,0,98.01,141.77,0.8,990,0.7000000000000001,355,2.8000000000000003,0.0000,0.0000
2021,1,2,4,30,-9.700000000000001,0,0,0,0,-10.3,0,0,0,0,95.66,151.9,0.8,990,0.5,354,2.5,0.0000,0.0000
2021,1,2,5,30,-11.200000000000001,0,0,0,0,-11.9,0,0,0,0,94.74,159.43,0.8,990,0.4,353,2.3000000000000003,0.0000,0.0000
2021,1,2,6,30,-12.600000000000001,0,0,0,0,-13.4,0,0,0,0,94.06,160.78,0.8,991,0.4,352,1.9000000000000001,0.0000,0.0000
2021,1,2,7,30,-13.600000000000001,0,0,0,4,-14.600000000000001,0,0,0,0,92.11,154.9,0.8,992,0.4,350,1.7000000000000002,0.0000,0.0000
2021,1,2,8,30,-14.200000000000001,0,0,0,0,-15.200000000000001,0,0,0,0,92.19,145.36,0.8,992,0.4,351,1.6,0.0000,0.0000
2021,1,2,9,30,-14,0,0,0,8,-15.4,0,0,0,0,89.21000000000001,134.55,0.8,993,0.5,356,1.6,0.0000,0.0000
2021,1,2,10,30,-13.200000000000001,0,0,0,7,-14.9,0,0,0,0,86.76,123.38000000000001,0.8,993,0.5,182,1.7000000000000002,0.0000,0.0000
2021,1,2,11,30,-12.4,0,0,0,7,-13.9,0,0,0,0,88.26,112.26,0.8,993,0.5,10,1.8,0.0000,0.0000
2021,1,2,12,30,-12.100000000000001,0,0,0,7,-13.5,0,0,0,0,89.62,101.5,0.8,993,0.5,18,1.8,0.0000,0.0000
2021,1,2,13,30,-11.700000000000001,4,35,3,7,-13.4,1,0,43,1,86.98,91.37,0.8,994,0.5,27,1.8,0.0000,0.0000
2021,1,2,14,30,-10.8,38,588,119,4,-12.8,44,31,100,48,85.03,82.08,0.8,994,0.5,36,1.9000000000000001,0.0000,0.0000
2021,1,2,15,30,-9.4,58,781,268,4,-11.4,62,628,29,231,85.28,74.37,0.8,994,0.5,40,1.8,11.3593,8.7394
2021,1,2,16,30,-7.9,70,865,387,7,-10,133,259,0,228,85.03,68.53,0.8,994,0.5,43,1.6,11.8234,9.1719
2021,1,2,17,30,-6.6000000000000005,77,898,454,7,-8.5,170,138,0,228,86.04,65.15,0.8,993,0.5,45,1.6,12.1476,9.4542
2021,1,2,18,30,-5.5,79,895,462,7,-7.300000000000001,177,228,0,275,86.97,64.63,0.8,992,0.6000000000000001,51,1.7000000000000002,14.7080,11.4517
2021,1,2,19,30,-4.9,74,868,413,6,-6.5,160,84,0,193,88.86,67.04,0.8,992,0.6000000000000001,58,1.7000000000000002,10.1331,7.8729
2021,1,2,20,30,-4.800000000000001,65,792,309,7,-6.2,121,136,0,163,89.99,72.07000000000001,0.8,992,0.7000000000000001,64,1.4000000000000001,8.1878,6.3227
2021,1,2,21,30,-5.300000000000001,49,637,168,4,-6.2,65,254,96,113,93.51,79.2,0.8,992,0.7000000000000001,69,0.8,5.3872,4.1094
2021,1,2,22,30,-5.9,18,215,27,4,-6.800000000000001,9,0,100,9,93.60000000000001,87.72,0.8,991,0.8,62,0.6000000000000001,0.0000,0.0000
2021,1,2,23,30,-6.2,0,0,0,7,-7.4,0,0,0,0,91.34,97.85000000000001,0.8,991,0.8,53,0.6000000000000001,0.0000,0.0000
2021,1,3,0,30,-6.800000000000001,0,0,0,7,-7.7,0,0,0,0,93.16,108.43,0.8,991,0.8,41,0.7000000000000001,0.0000,0.0000
2021,1,3,1,30,-7.2,0,0,0,4,-8,0,0,0,0,93.88,119.45,0.8,991,0.8,59,0.7000000000000001,0.0000,0.0000
2021,1,3,2,30,-7.6000000000000005,0,0,0,7,-8.3,0,0,0,0,94.47,130.63,0.8,990,0.8,82,0.8,0.0000,0.0000
2021,1,3,3,30,-7.800000000000001,0,0,0,4,-8.8,0,0,0,0,92.74,141.63,0.8,990,0.8,86,0.8,0.0000,0.0000
2021,1,3,4,30,-7.9,0,0,0,4,-8.8,0,0,0,0,93.60000000000001,151.76,0.8,990,0.8,209,0.6000000000000001,0.0000,0.0000
2021,1,3,5,30,-8.3,0,0,0,4,-8.8,0,0,0,0,95.85000000000001,159.31,0.8,990,0.8,321,0.7000000000000001,0.0000,0.0000
2021,1,3,6,30,-9,0,0,0,7,-9.700000000000001,0,0,0,0,94.92,160.71,0.8,989,0.7000000000000001,306,0.9,0.0000,0.0000
2021,1,3,7,30,-9.600000000000001,0,0,0,4,-10.4,0,0,0,0,93.78,154.88,0.8,989,0.7000000000000001,306,1,0.0000,0.0000
2021,1,3,8,30,-10,0,0,0,4,-11,0,0,0,0,92.32000000000001,145.38,0.8,989,0.7000000000000001,305,1,0.0000,0.0000
2021,1,3,9,30,-10.200000000000001,0,0,0,4,-11.3,0,0,0,0,91.85000000000001,134.58,0.8,989,0.6000000000000001,298,0.9,0.0000,0.0000
2021,1,3,10,30,-10.4,0,0,0,4,-11.3,0,0,0,0,93.37,123.41,0.8,989,0.6000000000000001,274,0.7000000000000001,0.0000,0.0000
2021,1,3,11,30,-11,0,0,0,4,-11.700000000000001,0,0,0,0,94.56,112.29,0.8,989,0.6000000000000001,243,0.8,0.0000,0.0000
2021,1,3,12,30,-11.9,0,0,0,4,-12.600000000000001,0,0,0,0,94.17,101.52,0.8,990,0.6000000000000001,229,1,0.0000,0.0000
2021,1,3,13,30,-12.100000000000001,4,31,3,4,-13.700000000000001,4,31,14,3,88.08,91.37,0.8,990,0.6000000000000001,228,1.2000000000000002,0.0000,0.0000
2021,1,3,14,30,-11,39,577,119,0,-13.200000000000001,40,542,7,115,83.49,82.07000000000001,0.8,990,0.5,227,1.9000000000000001,0.0000,0.0000
2021,1,3,15,30,-9.5,58,781,269,4,-11.600000000000001,107,142,29,145,85.01,74.34,0.8,990,0.5,222,2.2,7.1323,5.4875
2021,1,3,16,30,-8,68,872,388,4,-10.3,147,236,0,234,83.62,68.47,0.8,990,0.5,216,2.1,12.1408,9.4187
2021,1,3,17,30,-6.5,73,907,455,4,-8.8,160,352,0,308,83.54,65.06,0.8,990,0.5,213,2.2,16.4210,12.7810
2021,1,3,18,30,-5.2,73,910,464,4,-7.5,163,357,0,317,84.17,64.52,0.8,989,0.6000000000000001,210,2.2,16.9678,13.2124
2021,1,3,19,30,-4.4,68,887,416,4,-6.4,130,445,0,305,85.79,66.91,0.8,989,0.6000000000000001,202,2.2,16.0303,12.4562
2021,1,3,20,30,-4.3,60,823,315,4,-5.800000000000001,108,358,0,219,89.09,71.94,0.8,989,0.6000000000000001,189,1.9000000000000001,11.0142,8.5068
2021,1,3,21,30,-5.800000000000001,45,681,174,4,-5.800000000000001,59,324,61,120,99.93,79.06,0.8,990,0.6000000000000001,175,1.5,5.7222,4.3658
2021,1,3,22,30,-8.3,18,262,29,0,-8.3,18,262,14,29,100,87.59,0.8,990,0.6000000000000001,168,1.5,0.0000,0.0000
2021,1,3,23,30,-9.600000000000001,0,0,0,4,-10.4,0,0,0,0,94.18,97.71000000000001,0.8,990,0.6000000000000001,168,1.7000000000000002,0.0000,0.0000
2021,1,4,0,30,-9.200000000000001,0,0,0,4,-10.4,0,0,0,0,90.88,108.28,0.8,990,0.6000000000000001,175,2.2,0.0000,0.0000
2021,1,4,1,30,-8,0,0,0,4,-9.3,0,0,0,0,90.07000000000001,119.3,0.8,990,0.7000000000000001,181,2.4000000000000004,0.0000,0.0000
2021,1,4,2,30,-7.2,0,0,0,4,-8.3,0,0,0,0,92.01,130.49,0.8,990,0.7000000000000001,186,2.3000000000000003,0.0000,0.0000
2021,1,4,3,30,-6.800000000000001,0,0,0,4,-7.800000000000001,0,0,0,0,92.61,141.48,0.8,989,0.7000000000000001,189,2.3000000000000003,0.0000,0.0000
2021,1,4,4,30,-6.7,0,0,0,4,-7.7,0,0,0,0,92.92,151.61,0.8,989,0.7000000000000001,189,2.2,0.0000,0.0000
2021,1,4,5,30,-6.7,0,0,0,4,-7.6000000000000005,0,0,0,0,93.27,159.17000000000002,0.8,989,0.8,190,2.2,0.0000,0.0000
2021,1,4,6,30,-6.7,0,0,0,4,-7.6000000000000005,0,0,0,0,93.23,160.62,0.8,989,0.8,193,2.2,0.0000,0.0000
2021,1,4,7,30,-6.800000000000001,0,0,0,4,-7.7,0,0,0,0,93.45,154.86,0.8,989,0.8,195,2.1,0.0000,0.0000
2021,1,4,8,30,-6.9,0,0,0,4,-7.800000000000001,0,0,0,0,93.43,145.39000000000001,0.8,989,0.9,194,2,0.0000,0.0000
2021,1,4,9,30,-7,0,0,0,4,-7.9,0,0,0,0,93.4,134.6,0.8,989,0.9,190,1.9000000000000001,0.0000,0.0000
2021,1,4,10,30,-7.2,0,0,0,4,-8,0,0,0,0,93.72,123.43,0.8,989,0.9,185,1.8,0.0000,0.0000
2021,1,4,11,30,-7.2,0,0,0,4,-8.1,0,0,0,0,92.96000000000001,112.31,0.8,989,0.9,182,1.9000000000000001,0.0000,0.0000
2021,1,4,12,30,-7.1000000000000005,0,0,0,4,-8.1,0,0,0,0,92.67,101.53,0.8,989,0.9,180,2.1,0.0000,0.0000
2021,1,4,13,30,-6.5,4,27,3,4,-7.9,4,27,14,3,90.04,91.37,0.8,989,0.9,181,2.6,0.0000,0.0000
2021,1,4,14,30,-5.6000000000000005,41,528,114,0,-6.9,41,528,0,114,90.35000000000001,82.06,0.8,989,0.9,187,3.3000000000000003,0.0000,0.0000
2021,1,4,15,30,-4.800000000000001,62,730,260,4,-6.1000000000000005,78,33,86,87,90.52,74.3,0.8,989,0.9,195,3.5,4.2809,3.2939
2021,1,4,16,30,-3.9000000000000004,76,817,377,7,-5.300000000000001,89,10,11,93,89.94,68.41,0.8,988,0.9,204,3.5,4.8276,3.7455
2021,1,4,17,30,-2.9000000000000004,85,849,444,4,-4.2,158,56,0,182,90.69,64.97,0.8,987,0.9,212,3.4000000000000004,9.7098,7.5580
2021,1,4,18,30,-2.1,88,843,452,4,-3.2,179,226,0,277,92.15,64.41,0.8,987,1,221,3.3000000000000003,14.8386,11.5554
2021,1,4,19,30,-1.3,84,808,403,4,-2.4000000000000004,141,228,0,231,92.24,66.78,0.8,987,1.2000000000000002,233,3.3000000000000003,12.1536,9.4450
2021,1,4,20,30,-0.8,74,733,303,4,-1.8,111,145,0,156,93.23,71.8,0.8,987,1.2000000000000002,249,3.1,7.8559,6.0688
2021,1,4,21,30,-0.7000000000000001,55,579,166,4,-1.3,58,2,100,58,95.91,78.91,0.8,988,1.1,261,2.6,2.7666,2.1113
2021,1,4,22,30,-1,20,217,30,4,-1.2000000000000002,14,46,79,16,98.89,87.45,0.8,988,0.9,270,2.3000000000000003,0.0000,0.0000
2021,1,4,23,30,-1.4000000000000001,0,0,0,4,-1.8,0,0,0,0,96.8,97.56,0.8,989,0.8,275,2.2,0.0000,0.0000
2021,1,5,0,30,-2.9000000000000004,0,0,0,0,-3.1,0,0,0,0,98.67,108.13,0.78,989,0.6000000000000001,295,2.5,0.0000,0.0000
2021,1,5,1,30,-3.8000000000000003,0,0,0,0,-3.9000000000000004,0,0,0,0,98.99000000000001,119.15,0.78,990,0.5,304,2.5,0.0000,0.0000
2021,1,5,2,30,-4.6000000000000005,0,0,0,0,-4.800000000000001,0,0,0,0,98.88,130.34,0.78,990,0.5,306,2.4000000000000004,0.0000,0.0000
2021,1,5,3,30,-5.2,0,0,0,0,-5.6000000000000005,0,0,0,0,97.29,141.33,0.78,990,0.5,303,2.5,0.0000,0.0000
2021,1,5,4,30,-5.2,0,0,0,0,-5.9,0,0,0,0,94.59,151.46,0.78,990,0.5,300,2.8000000000000003,0.0000,0.0000
2021,1,5,5,30,-5,0,0,0,0,-5.7,0,0,0,0,94.57000000000001,159.03,0.78,990,0.5,298,3.2,0.0000,0.0000
2021,1,5,6,30,-5.1000000000000005,0,0,0,0,-5.6000000000000005,0,0,0,0,96.45,160.53,0.78,991,0.5,296,3.3000000000000003,0.0000,0.0000
2021,1,5,7,30,-5.4,0,0,0,0,-5.9,0,0,0,0,96.49000000000001,154.83,0.78,991,0.5,293,3.3000000000000003,0.0000,0.0000
2021,1,5,8,30,-5.9,0,0,0,0,-6.300000000000001,0,0,0,0,97.17,145.39000000000001,0.78,992,0.5,289,3.2,0.0000,0.0000
2021,1,5,9,30,-6.4,0,0,0,4,-6.9,0,0,0,0,96.38,134.61,0.78,992,0.5,288,3,0.0000,0.0000
2021,1,5,10,30,-7,0,0,0,4,-7.5,0,0,0,0,96.17,123.45,0.78,992,0.5,290,2.7,0.0000,0.0000
2021,1,5,11,30,-7.5,0,0,0,4,-8.1,0,0,0,0,95.25,112.32000000000001,0.78,993,0.4,294,2.2,0.0000,0.0000
2021,1,5,12,30,-8.1,0,0,0,4,-8.8,0,0,0,0,94.98,101.53,0.78,993,0.4,300,1.7000000000000002,0.0000,0.0000
2021,1,5,13,30,-8,4,43,3,4,-9.3,2,21,21,2,90.02,91.36,0.78,994,0.4,305,1.5,0.0000,0.0000
2021,1,5,14,30,-6.9,35,635,123,4,-8.6,40,293,64,81,87.37,82.03,0.78,994,0.4,307,1.7000000000000002,0.0000,0.0000
2021,1,5,15,30,-5.2,51,822,274,0,-6.9,51,822,0,274,88.10000000000001,74.25,0.78,994,0.4,298,1.5,13.4885,10.3796
2021,1,5,16,30,-3.5,59,904,393,0,-5.2,60,892,0,389,88.18,68.34,0.78,994,0.4,277,1.3,20.2050,15.6771
2021,1,5,17,30,-1.9000000000000001,66,937,464,0,-3.4000000000000004,73,856,0,436,89.44,64.88,0.78,993,0.4,258,1.2000000000000002,23.2762,18.1193
2021,1,5,18,30,-0.8,69,938,476,0,-2.1,69,938,0,476,90.9,64.28,0.78,993,0.4,242,1.1,25.5226,19.8776
2021,1,5,19,30,-0.1,67,904,425,0,-1.4000000000000001,69,854,14,408,90.81,66.64,0.78,993,0.5,211,0.8,21.4901,16.7030
2021,1,5,20,30,0.1,59,841,324,4,-1.1,82,467,39,229,91.65,71.65,0.78,994,0.5,165,0.8,11.5481,8.9230
2021,1,5,21,30,-0.2,45,703,182,7,-0.9,55,21,100,59,94.8,78.76,0.78,994,0.5,133,0.9,2.8153,2.1490
2021,1,5,22,30,-1.8,20,316,35,4,-1.8,16,10,100,16,100,87.31,0.78,994,0.5,120,1,0.0000,0.0000
2021,1,5,23,30,-3,0,0,0,7,-3.8000000000000003,0,0,0,0,93.98,97.4,0.78,995,0.5,117,1.2000000000000002,0.0000,0.0000
2021,1,6,0,30,-4.7,0,0,0,7,-5,0,0,0,0,97.52,107.98,0.77,995,0.6000000000000001,118,1.5,0.0000,0.0000
2021,1,6,1,30,-4.7,0,0,0,7,-5.4,0,0,0,0,95.09,119,0.77,996,0.6000000000000001,122,1.6,0.0000,0.0000
2021,1,6,2,30,-4.4,0,0,0,7,-5.1000000000000005,0,0,0,0,94.83,130.19,0.77,996,0.6000000000000001,129,1.6,0.0000,0.0000
2021,1,6,3,30,-4.5,0,0,0,7,-5,0,0,0,0,96.37,141.18,0.77,996,0.6000000000000001,137,1.6,0.0000,0.0000
2021,1,6,4,30,-4.5,0,0,0,7,-5.2,0,0,0,0,95.17,151.31,0.77,997,0.6000000000000001,141,1.6,0.0000,0.0000
2021,1,6,5,30,-4.3,0,0,0,7,-5.1000000000000005,0,0,0,0,93.99,158.88,0.77,997,0.7000000000000001,137,1.9000000000000001,0.0000,0.0000
2021,1,6,6,30,-4.1000000000000005,0,0,0,6,-4.800000000000001,0,0,0,0,95.03,160.43,0.77,997,0.7000000000000001,130,2.4000000000000004,0.0000,0.0000
2021,1,6,7,30,-4.2,0,0,0,7,-4.7,0,0,0,0,96.36,154.8,0.77,997,0.7000000000000001,122,2.8000000000000003,0.0000,0.0000
2021,1,6,8,30,-4.5,0,0,0,7,-5,0,0,0,0,96.17,145.39000000000001,0.77,997,0.7000000000000001,113,2.8000000000000003,0.0000,0.0000
2021,1,6,9,30,-4.9,0,0,0,7,-5.4,0,0,0,0,96.44,134.62,0.77,997,0.8,105,2.8000000000000003,0.0000,0.0000
2021,1,6,10,30,-5.300000000000001,0,0,0,7,-5.800000000000001,0,0,0,0,96.3,123.46000000000001,0.77,997,0.8,101,2.9000000000000004,0.0000,0.0000
2021,1,6,11,30,-5.6000000000000005,0,0,0,7,-6.2,0,0,0,0,95.45,112.33,0.77,998,0.8,100,3,0.0000,0.0000
2021,1,6,12,30,-5.9,0,0,0,8,-6.6000000000000005,0,0,0,0,94.92,101.53,0.77,998,0.8,100,3.2,0.0000,0.0000
2021,1,6,13,30,-5.9,4,23,3,8,-6.9,1,0,43,1,92.69,91.35000000000001,0.77,999,0.8,100,3.5,0.0000,0.0000
2021,1,6,14,30,-5.300000000000001,43,507,114,4,-6.6000000000000005,42,32,100,46,90.26,82,0.77,999,0.8,101,3.8000000000000003,0.0000,0.0000
2021,1,6,15,30,-4.2,68,714,262,4,-5.6000000000000005,102,106,29,131,89.65,74.2,0.77,999,0.8,102,3.9000000000000004,6.4518,4.9652
2021,1,6,16,30,-3.2,82,805,380,4,-4.5,115,12,0,119,90.54,68.26,0.77,999,0.8,101,3.8000000000000003,6.1852,4.7995
2021,1,6,17,30,-2.2,91,837,448,4,-3.5,128,467,11,327,90.81,64.77,0.77,999,0.8,101,3.8000000000000003,17.4713,13.6017
2021,1,6,18,30,-1.4000000000000001,97,833,460,4,-2.6,171,324,0,312,91.58,64.16,0.77,998,0.8,102,3.8000000000000003,16.7435,13.0414
2021,1,6,19,30,-0.8,91,808,413,4,-1.9000000000000001,142,336,0,276,92.55,66.5,0.77,998,0.8,102,3.8000000000000003,14.5535,11.3131
2021,1,6,20,30,-0.6000000000000001,79,737,313,4,-1.5,113,32,0,123,93.51,71.49,0.77,998,0.8,99,3.6,6.2119,4.8009
2021,1,6,21,30,-1.4000000000000001,60,578,174,4,-1.5,72,65,100,85,99.37,78.60000000000001,0.77,999,0.8,96,2.9000000000000004,4.0579,3.0983
2021,1,6,22,30,-2.6,23,199,33,4,-2.7,14,5,100,14,99.42,87.15,0.77,999,0.8,93,2.4000000000000004,0.0000,0.0000
2021,1,6,23,30,-3.1,0,0,0,4,-3.7,0,0,0,0,95.43,97.25,0.77,999,0.8,93,2.5,0.0000,0.0000
2021,1,7,0,30,-2.7,0,0,0,4,-3.3000000000000003,0,0,0,0,95.75,107.82000000000001,0.77,1000,0.8,95,3.2,0.0000,0.0000
2021,1,7,1,30,-2.7,0,0,0,7,-3.2,0,0,0,0,96.54,118.85000000000001,0.77,1001,0.8,94,3.2,0.0000,0.0000
2021,1,7,2,30,-3,0,0,0,4,-3.4000000000000004,0,0,0,0,97.19,130.03,0.77,1001,0.8,87,3.2,0.0000,0.0000
2021,1,7,3,30,-3.3000000000000003,0,0,0,4,-3.7,0,0,0,0,96.83,141.02,0.77,1001,0.8,82,3.1,0.0000,0.0000
2021,1,7,4,30,-3.7,0,0,0,4,-4.1000000000000005,0,0,0,0,96.93,151.15,0.77,1001,0.8,81,3,0.0000,0.0000
2021,1,7,5,30,-4.2,0,0,0,7,-4.6000000000000005,0,0,0,0,97.21000000000001,158.73,0.77,1001,0.8,80,3,0.0000,0.0000
2021,1,7,6,30,-4.800000000000001,0,0,0,7,-5.2,0,0,0,0,97.23,160.33,0.77,1001,0.8,77,3,0.0000,0.0000
2021,1,7,7,30,-5.4,0,0,0,7,-5.800000000000001,0,0,0,0,96.87,154.75,0.77,1001,0.8,74,3.1,0.0000,0.0000
2021,1,7,8,30,-5.9,0,0,0,4,-6.4,0,0,0,0,96.21000000000001,145.38,0.77,1002,0.8,71,3,0.0000,0.0000
2021,1,7,9,30,-6.4,0,0,0,4,-7,0,0,0,0,95.76,134.63,0.77,1002,0.8,69,2.8000000000000003,0.0000,0.0000
2021,1,7,10,30,-6.9,0,0,0,4,-7.5,0,0,0,0,95.61,123.46000000000001,0.77,1002,0.8,66,2.8000000000000003,0.0000,0.0000
2021,1,7,11,30,-7.300000000000001,0,0,0,7,-8,0,0,0,0,94.8,112.33,0.77,1002,0.8,63,2.7,0.0000,0.0000
2021,1,7,12,30,-7.6000000000000005,0,0,0,7,-8.4,0,0,0,0,94.10000000000001,101.52,0.77,1002,0.8,60,2.6,0.0000,0.0000
2021,1,7,13,30,-7.300000000000001,3,21,3,7,-8.6,1,0,43,1,90.44,91.33,0.77,1002,0.8,60,2.8000000000000003,0.0000,0.0000
2021,1,7,14,30,-6.2,46,486,114,7,-7.9,50,120,100,67,87.83,81.96000000000001,0.77,1003,0.8,63,3,0.0000,0.0000
2021,1,7,15,30,-4.800000000000001,71,697,261,4,-6.4,98,283,18,175,88.57000000000001,74.14,0.77,1003,0.9,63,2.9000000000000004,8.6235,6.6372
2021,1,7,16,30,-3.3000000000000003,84,795,380,4,-4.9,151,215,14,231,88.42,68.17,0.77,1002,0.9,58,2.9000000000000004,12.0156,9.3246
2021,1,7,17,30,-1.9000000000000001,91,841,451,4,-3.4000000000000004,128,199,57,213,89.66,64.66,0.77,1002,0.8,50,3.3000000000000003,11.3895,8.8677
2021,1,7,18,30,-0.9,92,846,463,4,-2.1,162,389,0,332,91.64,64.02,0.77,1001,0.8,43,3.6,17.8345,13.8927
2021,1,7,19,30,-0.5,88,817,416,4,-1.5,162,261,0,267,92.95,66.35,0.77,1001,0.9,39,3.7,14.0956,10.9587
2021,1,7,20,30,-0.5,78,744,316,4,-1.3,127,137,0,171,94.04,71.33,0.77,1001,0.9,38,3.4000000000000004,8.6488,6.6858
2021,1,7,21,30,-0.9,59,588,177,7,-1.4000000000000001,62,1,100,62,96.59,78.44,0.77,1001,0.9,37,2.9000000000000004,2.9616,2.2618
2021,1,7,22,30,-1.4000000000000001,24,218,35,7,-1.8,18,6,100,18,97.02,87,0.77,1002,0.8,36,2.5,0.0000,0.0000
2021,1,7,23,30,-1.7000000000000002,0,0,0,7,-2.4000000000000004,0,0,0,0,94.87,97.08,0.77,1002,0.8,36,2.4000000000000004,0.0000,0.0000
2021,1,8,0,30,-2.3000000000000003,0,0,0,7,-2.8000000000000003,0,0,0,0,96.48,107.67,0.78,1002,0.8,33,2.7,0.0000,0.0000
