Only_Date,Hour,EL_Solar_BusBarn_Total_KW,non_zero_count,GHI,non_zero_count_ghi,Average_KW,Average_GHI,Conversion_Efficiency
5/14/11,0,0,0,0,0,,,
5/14/11,1,0,0,0,0,,,
5/14/11,2,0,0,0,0,,,
5/14/11,3,0,0,0,0,,,
5/14/11,4,0,0,0,0,,,
5/14/11,5,0,0,6,1,,6,
5/14/11,6,0,0,56,1,,56,
5/14/11,7,0.044322473,1,149,1,0.044322473,149,0.00119863
5/14/11,8,0.20131191,1,105,1,0.20131191,105,0.007725521
5/14/11,9,0.22392929,1,111,1,0.22392929,111,0.00812897
5/14/11,10,0.645140715,1,102,1,0.645140715,102,0.025486012
5/14/11,11,1.391401171,1,101,1,1.391401171,101,0.055510941
5/14/11,12,2.448774847,1,151,1,2.448774847,151,0.065346075
5/14/11,13,2.27676335,1,246,1,2.27676335,246,0.037293263
5/14/11,14,1.751586589,1,192,1,1.751586589,192,0.03676021
5/14/11,15,1.78710506,1,131,1,1.78710506,131,0.054970082
5/14/11,16,1.349125794,1,200,1,1.349125794,200,0.027181289
5/14/11,17,0.794883806,1,47,1,0.794883806,47,0.068148043
5/14/11,18,0.235803862,1,6,1,0.235803862,6,0.158360645
5/14/11,19,0.016597293,1,0,0,0.016597293,,
5/14/11,20,0,0,0,0,,,
5/14/11,21,0,0,0,0,,,
5/14/11,22,0,0,0,0,,,
5/14/11,23,0,0,0,0,,,
5/15/11,0,0,0,0,0,,,
5/15/11,1,0,0,0,0,,,
5/15/11,2,0,0,0,0,,,
5/15/11,3,0,0,0,0,,,
5/15/11,4,0,0,0,0,,,
5/15/11,5,0,0,2,1,,2,
5/15/11,6,0.225186393,1,16,1,0.225186393,16,0.05671132
5/15/11,7,1.772135723,1,183,1,1.772135723,183,0.039020559
5/15/11,8,4.152573813,1,124,1,4.152573813,124,0.134940798
5/15/11,9,4.666953582,1,149,1,4.666953582,149,0.126210303
5/15/11,10,6.010741328,1,513,1,6.010741328,513,0.047212638
5/15/11,11,9.349336338,1,435,1,9.349336338,435,0.086604234
5/15/11,12,8.490556067,1,793,1,8.490556067,793,0.04314302
5/15/11,13,17.67149576,1,911,1,17.67149576,911,0.078163236
5/15/11,14,17.40526131,1,700,1,17.40526131,700,0.100191322
5/15/11,15,19.31464415,1,656,1,19.31464415,656,0.118639817
5/15/11,16,15.02276401,1,473,1,15.02276401,473,0.12797829
5/15/11,17,9.513640322,1,275,1,9.513640322,275,0.139399633
5/15/11,18,3.950549862,1,91,1,3.950549862,91,0.174929781
5/15/11,19,0.464388443,1,0,0,0.464388443,,
5/15/11,20,0.000190727,1,0,0,0.000190727,,
5/15/11,21,0,0,0,0,,,
5/15/11,22,0,0,0,0,,,
5/15/11,23,0,0,0,0,,,
5/16/11,0,0,0,0,0,,,
5/16/11,1,0,0,0,0,,,
5/16/11,2,0,0,0,0,,,
5/16/11,3,0,0,0,0,,,
5/16/11,4,0,0,0,0,,,
5/16/11,5,0.000550931,1,82,1,0.000550931,82,2.71E-05
5/16/11,6,0.24721252,1,271,1,0.24721252,271,0.003675774
5/16/11,7,3.189358838,1,474,1,3.189358838,474,0.027112692
5/16/11,8,8.75295905,1,663,1,8.75295905,663,0.053197223
5/16/11,9,14.26496447,1,821,1,14.26496447,821,0.070012427
5/16/11,10,18.54796995,1,933,1,18.54796995,933,0.0801055
5/16/11,11,21.04408478,1,991,1,21.04408478,991,0.085566543
5/16/11,12,22.02654858,1,988,1,22.02654858,988,0.089833248
5/16/11,13,21.97515701,1,931,1,21.97515701,931,0.095110815
5/16/11,14,20.7722564,1,821,1,20.7722564,821,0.101950208
5/16/11,15,16.46036681,1,667,1,16.46036681,667,0.099440036
5/16/11,16,12.92759915,1,481,1,12.92759915,481,0.108297991
5/16/11,17,9.553485751,1,281,1,9.553485751,281,0.136994502
5/16/11,18,3.92856225,1,93,1,3.92856225,93,0.17021518
5/16/11,19,0.443223637,1,0,0,0.443223637,,
5/16/11,20,0.000558227,1,0,0,0.000558227,,
5/16/11,21,0,0,0,0,,,
5/16/11,22,0,0,0,0,,,
5/16/11,23,0,0,0,0,,,
5/17/11,0,0,0,0,0,,,
5/17/11,1,0,0,0,0,,,
5/17/11,2,0,0,0,0,,,
5/17/11,3,0,0,0,0,,,
5/17/11,4,0,0,0,0,,,
5/17/11,5,0.000665521,1,82,1,0.000665521,82,3.27E-05
5/17/11,6,0.264082905,1,271,1,0.264082905,271,0.003926617
5/17/11,7,3.249785647,1,475,1,3.249785647,475,0.027568219
5/17/11,8,8.764631662,1,666,1,8.764631662,666,0.053028219
5/17/11,9,14.13482312,1,824,1,14.13482312,824,0.06912112
5/17/11,10,18.22574873,1,936,1,18.22574873,936,0.078461594
5/17/11,11,20.66543993,1,994,1,20.66543993,994,0.083773347
5/17/11,12,21.74007194,1,993,1,21.74007194,993,0.08821843
5/17/11,13,21.04439711,1,934,1,21.04439711,934,0.090789831
5/17/11,14,20.25755435,1,822,1,20.25755435,822,0.099303097
5/17/11,15,18.2291432,1,667,1,18.2291432,667,0.110125532
5/17/11,16,14.49780102,1,480,1,14.49780102,480,0.121705021
5/17/11,17,9.412628306,1,280,1,9.412628306,280,0.135456695
5/17/11,18,3.913832255,1,94,1,3.913832255,94,0.167772954
5/17/11,19,0.457110987,1,0,0,0.457110987,,
5/17/11,20,0.001001972,1,0,0,0.001001972,,
5/17/11,21,0,0,0,0,,,
5/17/11,22,0,0,0,0,,,
5/17/11,23,0,0,0,0,,,
5/18/11,0,0,0,0,0,,,
5/18/11,1,0,0,0,0,,,
5/18/11,2,0,0,0,0,,,
5/18/11,3,0,0,0,0,,,
5/18/11,4,0,0,0,0,,,
5/18/11,5,0.000349837,1,81,1,0.000349837,81,1.74E-05
5/18/11,6,0.258064818,1,263,1,0.258064818,263,0.003953854
5/18/11,7,3.203063472,1,460,1,3.203063472,460,0.02805791
5/18/11,8,7.768868999,1,643,1,7.768868999,643,0.048684916
5/18/11,9,13.51345233,1,795,1,13.51345233,795,0.068493094
5/18/11,10,17.7791851,1,902,1,17.7791851,902,0.079424211
5/18/11,11,19.8572099,1,958,1,19.8572099,958,0.08352189
5/18/11,12,20.82246123,1,949,1,20.82246123,949,0.088412454
5/18/11,13,19.48362635,1,891,1,19.48362635,891,0.088112939
5/18/11,14,17.9010425,1,782,1,17.9010425,782,0.092239973
5/18/11,15,18.03669271,1,632,1,18.03669271,632,0.114997242
5/18/11,16,12.86670502,1,451,1,12.86670502,451,0.114957788
5/18/11,17,9.289910124,1,260,1,9.289910124,260,0.143974561
5/18/11,18,3.852298273,1,87,1,3.852298273,87,0.178421937
5/18/11,19,0.495136801,1,0,0,0.495136801,,
5/18/11,20,0,0,0,0,,,
5/18/11,21,0,0,0,0,,,
5/18/11,22,0,0,0,0,,,
5/18/11,23,0,0,0,0,,,
5/19/11,0,0,0,0,0,,,
5/19/11,1,0,0,0,0,,,
5/19/11,2,0,0,0,0,,,
5/19/11,3,0,0,0,0,,,
5/19/11,4,0,0,0,0,,,
5/19/11,5,0.002036835,1,36,1,0.002036835,36,0.000227982
5/19/11,6,1.111296649,1,196,1,1.111296649,196,0.022846598
5/19/11,7,3.506920143,1,359,1,3.506920143,359,0.039362169
5/19/11,8,7.088185676,1,547,1,7.088185676,547,0.052215009
5/19/11,9,11.09988513,1,517,1,11.09988513,517,0.086511838
5/19/11,10,0,0,639,1,,639,
5/19/11,11,19.30108489,1,738,1,19.30108489,738,0.105383582
5/19/11,12,21.08680103,1,720,1,21.08680103,720,0.1180119
5/19/11,13,17.13857329,1,800,1,17.13857329,800,0.086324143
5/19/11,14,21.50268433,1,647,1,21.50268433,647,0.133917088
5/19/11,15,17.46959486,1,563,1,17.46959486,563,0.125032247
5/19/11,16,15.56457575,1,388,1,15.56457575,388,0.161641607
5/19/11,17,8.695919189,1,188,1,8.695919189,188,0.186382548
5/19/11,18,3.837331883,1,80,1,3.837331883,80,0.193280025
5/19/11,19,0.852058217,1,0,0,0.852058217,,
5/19/11,20,0.006691381,1,0,0,0.006691381,,
5/19/11,21,0,0,0,0,,,
5/19/11,22,0,0,0,0,,,
5/19/11,23,0,0,0,0,,,
5/20/11,0,0,0,0,0,,,
5/20/11,1,0,0,0,0,,,
5/20/11,2,0,0,0,0,,,
5/20/11,3,0,0,0,0,,,
5/20/11,4,0,0,0,0,,,
5/20/11,5,0,0,17,1,,17,
5/20/11,6,0.082804039,1,132,1,0.082804039,132,0.002527698
5/20/11,7,1.748172481,1,167,1,1.748172481,167,0.042180858
5/20/11,8,2.944277397,1,484,1,2.944277397,484,0.024512125
5/20/11,9,12.91518802,1,577,1,12.91518802,577,0.090192935
5/20/11,10,14.48745234,1,704,1,14.48745234,704,0.082921464
5/20/11,11,16.97560036,1,693,1,16.97560036,693,0.09870508
5/20/11,12,18.75281443,1,665,1,18.75281443,665,0.113629843
5/20/11,13,16.38129944,1,571,1,16.38129944,571,0.115600533
5/20/11,14,11.98280114,1,407,1,11.98280114,407,0.118634646
5/20/11,15,9.996461111,1,251,1,9.996461111,251,0.16047972
5/20/11,16,3.506292422,1,93,1,3.506292422,93,0.151919241
5/20/11,17,0.712001149,1,103,1,0.712001149,103,0.027854224
5/20/11,18,0.913115326,1,25,1,0.913115326,25,0.147174721
5/20/11,19,0.151851356,1,0,0,0.151851356,,
5/20/11,20,0,0,0,0,,,
5/20/11,21,0,0,0,0,,,
5/20/11,22,0,0,0,0,,,
5/20/11,23,0,0,0,0,,,
5/21/11,0,0,0,0,0,,,
5/21/11,1,0,0,0,0,,,
5/21/11,2,0,0,0,0,,,
5/21/11,3,0,0,0,0,,,
5/21/11,4,0,0,0,0,,,
5/21/11,5,0,0,2,1,,2,
5/21/11,6,0.478734829,1,53,1,0.478734829,53,0.036397098
5/21/11,7,0.997300603,1,63,1,0.997300603,63,0.06378714
5/21/11,8,0.501781571,1,183,1,0.501781571,183,0.011048701
5/21/11,9,4.018594579,1,573,1,4.018594579,573,0.028259675
5/21/11,10,13.92807228,1,479,1,13.92807228,479,0.117166403
5/21/11,11,11.59983526,1,874,1,11.59983526,874,0.05347958
5/21/11,12,22.94520534,1,612,1,22.94520534,612,0.151073442
5/21/11,13,24.23447392,1,895,1,24.23447392,895,0.109108393
5/21/11,14,25.34169233,1,799,1,25.34169233,799,0.127801642
5/21/11,15,21.21269379,1,650,1,21.21269379,650,0.131501305
5/21/11,16,17.1579321,1,468,1,17.1579321,468,0.147729317
5/21/11,17,11.71590949,1,274,1,11.71590949,274,0.172295146
5/21/11,18,5.07257913,1,96,1,5.07257913,96,0.212914478
5/21/11,19,0.786523982,1,0,0,0.786523982,,
5/21/11,20,0.005850663,1,0,0,0.005850663,,
5/21/11,21,0,0,0,0,,,
5/21/11,22,0,0,0,0,,,
5/21/11,23,0,0,0,0,,,
5/22/11,0,0,0,0,0,,,
5/22/11,1,0,0,0,0,,,
5/22/11,2,0,0,0,0,,,
5/22/11,3,0,0,0,0,,,
5/22/11,4,0,0,0,0,,,
5/22/11,5,0.000380504,1,79,1,0.000380504,79,1.94E-05
5/22/11,6,0.485012315,1,252,1,0.485012315,252,0.007755322
5/22/11,7,4.275105142,1,442,1,4.275105142,442,0.038973744
5/22/11,8,8.997503613,1,176,1,8.997503613,176,0.205995133
5/22/11,9,9.11198716,1,683,1,9.11198716,683,0.053757615
5/22/11,10,16.16932838,1,728,1,16.16932838,728,0.089496943
5/22/11,11,14.43089859,1,767,1,14.43089859,767,0.075813336
5/22/11,12,9.877136038,1,642,1,9.877136038,642,0.061993136
5/22/11,13,16.87597585,1,93,1,16.87597585,93,0.731195558
5/22/11,14,6.796106743,1,69,1,6.796106743,69,0.396879529
5/22/11,15,0.185642579,1,50,1,0.185642579,50,0.014960813
5/22/11,16,0.816386197,1,67,1,0.816386197,67,0.049098525
5/22/11,17,0.682766295,1,130,1,0.682766295,130,0.021162956
5/22/11,18,5.031886929,1,87,1,5.031886929,87,0.233055426
5/22/11,19,1.72863288,1,0,0,1.72863288,,
5/22/11,20,0.058333285,1,0,0,0.058333285,,
5/22/11,21,0,0,0,0,,,
5/22/11,22,0,0,0,0,,,
5/22/11,23,0,0,0,0,,,
5/23/11,0,0,0,0,0,,,
5/23/11,1,0,0,0,0,,,
5/23/11,2,0,0,0,0,,,
5/23/11,3,0,0,0,0,,,
5/23/11,4,0,0,0,0,,,
5/23/11,5,0,0,25,1,,25,
5/23/11,6,0.913773809,1,256,1,0.913773809,256,0.014382896
5/23/11,7,4.429748552,1,346,1,4.429748552,346,0.051588224
5/23/11,8,8.899034429,1,623,1,8.899034429,623,0.057557568
5/23/11,9,15.3436113,1,772,1,15.3436113,772,0.080086236
5/23/11,10,23.35519646,1,880,1,23.35519646,880,0.106942037
5/23/11,11,26.33504768,1,845,1,26.33504768,845,0.125581307
5/23/11,12,25.02443911,1,854,1,25.02443911,854,0.118073946
5/23/11,13,26.19975873,1,774,1,26.19975873,774,0.136396721
5/23/11,14,20.53658855,1,625,1,20.53658855,625,0.132402408
5/23/11,15,14.57130506,1,453,1,14.57130506,453,0.129612786
5/23/11,16,12.93628286,1,324,1,12.93628286,324,0.160883717
5/23/11,17,9.923882481,1,278,1,9.923882481,278,0.14384157
5/23/11,18,5.376276897,1,100,1,5.376276897,100,0.2166353
5/23/11,19,0.858193662,1,0,0,0.858193662,,
5/23/11,20,0.005729262,1,0,0,0.005729262,,
5/23/11,21,0,0,0,0,,,
5/23/11,22,0,0,0,0,,,
5/23/11,23,0,0,0,0,,,
5/24/11,0,0,0,0,0,,,
5/24/11,1,0,0,0,0,,,
5/24/11,2,0,0,0,0,,,
5/24/11,3,0,0,0,0,,,
5/24/11,4,0,0,0,0,,,
5/24/11,5,0.002206223,1,87,1,0.002206223,87,0.000102183
5/24/11,6,0.524271626,1,260,1,0.524271626,260,0.008125135
5/24/11,7,4.365168166,1,450,1,4.365168166,450,0.039087335
5/24/11,8,10.88854195,1,628,1,10.88854195,628,0.069864681
5/24/11,9,17.24907949,1,770,1,17.24907949,770,0.090265709
5/24/11,10,21.89690232,1,877,1,21.89690232,877,0.100607576
5/24/11,11,24.55393363,1,933,1,24.55393363,933,0.106044227
5/24/11,12,20.73278787,1,814,1,20.73278787,814,0.102631552
5/24/11,13,25.50794914,1,700,1,25.50794914,700,0.146833483
5/24/11,14,20.33908663,1,506,1,20.33908663,506,0.161967742
5/24/11,15,10.38629846,1,293,1,10.38629846,293,0.142837018
5/24/11,16,6.961363754,1,118,1,6.961363754,118,0.237716823
5/24/11,17,0.521387698,1,159,1,0.521387698,159,0.013213299
5/24/11,18,1.217033778,1,30,1,1.217033778,30,0.163466579
5/24/11,19,0.375923917,1,0,0,0.375923917,,
5/24/11,20,0.02644571,1,0,0,0.02644571,,
5/24/11,21,0,0,0,0,,,
5/24/11,22,0,0,0,0,,,
5/24/11,23,0,0,0,0,,,
5/25/11,0,0,0,0,0,,,
5/25/11,1,0,0,0,0,,,
5/25/11,2,0,0,0,0,,,
5/25/11,3,0,0,0,0,,,
5/25/11,4,0,0,0,0,,,
5/25/11,5,0,0,9,1,,9,
5/25/11,6,0,0,38,1,,38,
5/25/11,7,0.307646899,1,95,1,0.307646899,95,0.013048979
5/25/11,8,1.237508732,1,188,1,1.237508732,188,0.026523939
5/25/11,9,2.776144414,1,218,1,2.776144414,218,0.05131368
5/25/11,10,6.430787951,1,301,1,6.430787951,301,0.08608853
5/25/11,11,6.316040788,1,329,1,6.316040788,329,0.077356467
5/25/11,12,5.172668844,1,492,1,5.172668844,492,0.042364021
5/25/11,13,3.852369352,1,515,1,3.852369352,515,0.030141738
5/25/11,14,8.274496207,1,310,1,8.274496207,310,0.107554222
5/25/11,15,9.05081291,1,304,1,9.05081291,304,0.119966946
5/25/11,16,5.317197013,1,90,1,5.317197013,90,0.238060773
5/25/11,17,2.563833203,1,59,1,2.563833203,59,0.17509968
5/25/11,18,0.562883751,1,9,1,0.562883751,9,0.252013497
5/25/11,19,0.057398804,1,0,0,0.057398804,,
5/25/11,20,0,0,0,0,,,
5/25/11,21,0,0,0,0,,,
5/25/11,22,0,0,0,0,,,
5/25/11,23,0,0,0,0,,,
5/26/11,0,0,0,0,0,,,
5/26/11,1,0,0,0,0,,,
5/26/11,2,0,0,0,0,,,
5/26/11,3,0,0,0,0,,,
5/26/11,4,0,0,0,0,,,
5/26/11,5,3.98E-06,1,52,1,3.98E-06,52,3.08E-07
5/26/11,6,0.574629374,1,174,1,0.574629374,174,0.013307184
5/26/11,7,3.625195357,1,373,1,3.625195357,373,0.03916248
5/26/11,8,7.149403025,1,553,1,7.149403025,553,0.052094545
5/26/11,9,11.77588559,1,709,1,11.77588559,709,0.066926011
5/26/11,10,18.88979054,1,768,1,18.88979054,768,0.099109097
5/26/11,11,24.70040792,1,875,1,24.70040792,875,0.113747974
5/26/11,12,23.2708962,1,835,1,23.2708962,835,0.112298571
5/26/11,13,22.59305898,1,791,1,22.59305898,791,0.115092268
5/26/11,14,25.11950217,1,726,1,25.11950217,726,0.139419013
5/26/11,15,22.17321242,1,520,1,22.17321242,520,0.171819666
5/26/11,16,14.33416436,1,491,1,14.33416436,491,0.117635522
5/26/11,17,13.05627535,1,296,1,13.05627535,296,0.177735912
5/26/11,18,5.479206375,1,112,1,5.479206375,112,0.197127509
5/26/11,19,0.948481107,1,0,0,0.948481107,,
5/26/11,20,0.023509955,1,0,0,0.023509955,,
5/26/11,21,0,0,0,0,,,
5/26/11,22,0,0,0,0,,,
5/26/11,23,0,0,0,0,,,
5/27/11,0,0,0,0,0,,,
5/27/11,1,0,0,0,0,,,
5/27/11,2,0,0,0,0,,,
5/27/11,3,0,0,0,0,,,
5/27/11,4,0,0,0,0,,,
5/27/11,5,0.008221344,1,64,1,0.008221344,64,0.000517619
5/27/11,6,1.006654462,1,273,1,1.006654462,273,0.014858172
5/27/11,7,3.68784033,1,472,1,3.68784033,472,0.031483116
5/27/11,8,11.35606786,1,588,1,11.35606786,588,0.077821259
5/27/11,9,17.57970256,1,572,1,17.57970256,572,0.123840613
5/27/11,10,19.2437094,1,801,1,19.2437094,801,0.096806356
5/27/11,11,21.34093422,1,474,1,21.34093422,474,0.181418964
5/27/11,12,18.0228092,1,770,1,18.0228092,770,0.094314693
5/27/11,13,17.28676712,1,683,1,17.28676712,683,0.101986027
5/27/11,14,18.58468974,1,511,1,18.58468974,511,0.146548714
5/27/11,15,12.61168459,1,71,1,12.61168459,71,0.715751636
5/27/11,16,4.830347988,1,118,1,4.830347988,118,0.164946844
5/27/11,17,3.107422356,1,110,1,3.107422356,110,0.113829597
5/27/11,18,1.122777806,1,62,1,1.122777806,62,0.072970904
5/27/11,19,0.466030076,1,0,0,0.466030076,,
5/27/11,20,0.026204727,1,0,0,0.026204727,,
5/27/11,21,0,0,0,0,,,
5/27/11,22,0,0,0,0,,,
5/27/11,23,0,0,0,0,,,
5/28/11,0,0,0,0,0,,,
5/28/11,1,0,0,0,0,,,
5/28/11,2,0,0,0,0,,,
5/28/11,3,0,0,0,0,,,
5/28/11,4,0,0,0,0,,,
5/28/11,5,0.000484276,1,37,1,0.000484276,37,5.27E-05
5/28/11,6,0.913899288,1,171,1,0.913899288,171,0.021535245
5/28/11,7,1.917934307,1,28,1,1.917934307,28,0.276009032
5/28/11,8,4.973599893,1,122,1,4.973599893,122,0.164270134
5/28/11,9,3.573906757,1,185,1,3.573906757,185,0.077842914
5/28/11,10,4.270078083,1,88,1,4.270078083,88,0.195524301
5/28/11,11,3.774335592,1,143,1,3.774335592,143,0.10635357
5/28/11,12,5.746329622,1,266,1,5.746329622,266,0.087047539
5/28/11,13,7.726956608,1,703,1,7.726956608,703,0.044289497
5/28/11,14,10.18406464,1,627,1,10.18406464,627,0.065448727
5/28/11,15,12.81440649,1,450,1,12.81440649,450,0.11474495
5/28/11,16,11.81399241,1,372,1,11.81399241,372,0.127967989
5/28/11,17,7.375426474,1,261,1,7.375426474,261,0.113866043
5/28/11,18,4.20063734,1,78,1,4.20063734,78,0.217004222
5/28/11,19,1.693748753,1,0,0,1.693748753,,
5/28/11,20,0.027317376,1,0,0,0.027317376,,
5/28/11,21,0,0,0,0,,,
5/28/11,22,0,0,0,0,,,
5/28/11,23,0,0,0,0,,,
5/29/11,0,0,0,0,0,,,
5/29/11,1,0,0,0,0,,,
5/29/11,2,0,0,0,0,,,
5/29/11,3,0,0,0,0,,,
5/29/11,4,0,0,0,0,,,
5/29/11,5,0.003051287,1,31,1,0.003051287,31,0.000396615
5/29/11,6,0.485278995,1,19,1,0.485278995,19,0.102916614
5/29/11,7,1.757618368,1,21,1,1.757618368,21,0.33725072
5/29/11,8,0.112560877,1,39,1,0.112560877,39,0.011629752
5/29/11,9,0,0,47,1,,47,
5/29/11,10,0,0,67,1,,67,
5/29/11,11,0.230881605,1,165,1,0.230881605,165,0.005638362
5/29/11,12,1.36243317,1,736,1,1.36243317,736,0.007459075
5/29/11,13,16.79134459,1,419,1,16.79134459,419,0.161480115
5/29/11,14,15.98395254,1,371,1,15.98395254,371,0.173603257
5/29/11,15,5.460716615,1,394,1,5.460716615,394,0.05584715
5/29/11,16,4.456027591,1,371,1,4.456027591,371,0.048397347
5/29/11,17,7.309473852,1,239,1,7.309473852,239,0.123235495
5/29/11,18,5.142994187,1,92,1,5.142994187,92,0.225255707
5/29/11,19,1.312826403,1,0,0,1.312826403,,
5/29/11,20,0.027579565,1,0,0,0.027579565,,
5/29/11,21,0,0,0,0,,,
5/29/11,22,0,0,0,0,,,
5/29/11,23,0,0,0,0,,,
5/30/11,0,0,0,0,0,,,
5/30/11,1,0,0,0,0,,,
5/30/11,2,0,0,0,0,,,
5/30/11,3,0,0,0,0,,,
5/30/11,4,0,0,0,0,,,
5/30/11,5,0.012034983,1,84,1,0.012034983,84,0.000577316
5/30/11,6,0.741298228,1,249,1,0.741298228,249,0.011996131
5/30/11,7,4.522135522,1,435,1,4.522135522,435,0.041889185
5/30/11,8,10.80176658,1,617,1,10.80176658,617,0.070543535
5/30/11,9,17.26776625,1,776,1,17.26776625,776,0.089664811
5/30/11,10,22.51986954,1,891,1,22.51986954,891,0.101844074
5/30/11,11,25.50571243,1,910,1,25.50571243,910,0.112938929
5/30/11,12,25.37204099,1,903,1,25.37204099,903,0.113217941
5/30/11,13,25.85063056,1,861,1,25.85063056,861,0.120980559
5/30/11,14,23.8456362,1,724,1,23.8456362,724,0.132714369
5/30/11,15,23.10984813,1,648,1,23.10984813,648,0.143704273
5/30/11,16,18.39414122,1,395,1,18.39414122,395,0.187641985
5/30/11,17,7.862024599,1,267,1,7.862024599,267,0.118650817
5/30/11,18,3.849119243,1,75,1,3.849119243,75,0.20679865
5/30/11,19,1.38509249,1,0,0,1.38509249,,
5/30/11,20,0.022462494,1,0,0,0.022462494,,
5/30/11,21,0,0,0,0,,,
5/30/11,22,0,0,0,0,,,
5/30/11,23,0,0,0,0,,,
5/31/11,0,0,0,0,0,,,
5/31/11,1,0,0,0,0,,,
5/31/11,2,0,0,0,0,,,
5/31/11,3,0,0,0,0,,,
5/31/11,4,0,0,0,0,,,
5/31/11,5,0.000628654,1,38,1,0.000628654,38,6.67E-05
5/31/11,6,0.024820086,1,179,1,0.024820086,179,0.000558725
5/31/11,7,2.652305844,1,20,1,2.652305844,20,0.534368936
5/31/11,8,0.570837508,1,93,1,0.570837508,93,0.02473302
5/31/11,9,1.326326025,1,419,1,1.326326025,419,0.0127551
5/31/11,10,6.966711796,1,280,1,6.966711796,280,0.100257625
5/31/11,11,14.81215869,1,943,1,14.81215869,943,0.063292793
5/31/11,12,24.91348321,1,973,1,24.91348321,973,0.103173748
5/31/11,13,27.16104934,1,937,1,27.16104934,937,0.116803149
5/31/11,14,26.27981774,1,836,1,26.27981774,836,0.126667054
5/31/11,15,23.74416132,1,689,1,23.74416132,689,0.138862574
5/31/11,16,19.12530722,1,507,1,19.12530722,507,0.152001565
5/31/11,17,12.82522944,1,310,1,12.82522944,310,0.166705929
5/31/11,18,5.839350257,1,124,1,5.839350257,124,0.189753781
5/31/11,19,0.895521043,1,0,0,0.895521043,,
5/31/11,20,0.013134793,1,0,0,0.013134793,,
5/31/11,21,0,0,0,0,,,
5/31/11,22,0,0,0,0,,,
5/31/11,23,0,0,0,0,,,
6/1/11,0,0,0,0,0,,,
6/1/11,1,0,0,0,0,,,
6/1/11,2,0,0,0,0,,,
6/1/11,3,0,0,0,0,,,
6/1/11,4,0,0,0,0,,,
6/1/11,5,0.005581092,1,100,1,0.005581092,100,0.000224888
6/1/11,6,0.634596009,1,281,1,0.634596009,281,0.009099942
6/1/11,7,4.647503593,1,473,1,4.647503593,473,0.039591886
6/1/11,8,11.54175476,1,653,1,11.54175476,653,0.071220703
6/1/11,9,16.44887877,1,646,1,16.44887877,646,0.102600949
6/1/11,10,20.42325721,1,908,1,20.42325721,908,0.090633084
6/1/11,11,21.76250314,1,964,1,21.76250314,964,0.090966065
6/1/11,12,26.58784076,1,971,1,26.58784076,971,0.110334527
6/1/11,13,26.50250363,1,918,1,26.50250363,918,0.116330024
6/1/11,14,25.23963151,1,814,1,25.23963151,814,0.124941352
6/1/11,15,22.38461217,1,643,1,22.38461217,643,0.140276913
6/1/11,16,17.30763854,1,410,1,17.30763854,410,0.17009892
6/1/11,17,8.845859118,1,246,1,8.845859118,246,0.144894703
6/1/11,18,4.988143207,1,119,1,4.988143207,119,0.16890385
6/1/11,19,1.492346162,1,0,0,1.492346162,,
6/1/11,20,0.018082842,1,0,0,0.018082842,,
6/1/11,21,0,0,0,0,,,
6/1/11,22,0,0,0,0,,,
6/1/11,23,0,0,0,0,,,
6/2/11,0,0,0,0,0,,,
6/2/11,1,0,0,0,0,,,
6/2/11,2,0,0,0,0,,,
6/2/11,3,0,0,0,0,,,
6/2/11,4,0,0,0,0,,,
6/2/11,5,0,0,17,1,,17,
6/2/11,6,0,0,23,1,,23,
6/2/11,7,0.207488549,1,163,1,0.207488549,163,0.005129253
6/2/11,8,1.892379274,1,149,1,1.892379274,149,0.051176374
6/2/11,9,4.968354397,1,55,1,4.968354397,55,0.363996724
6/2/11,10,2.522407866,1,294,1,2.522407866,294,0.03457129
6/2/11,11,3.204151105,1,193,1,3.204151105,193,0.066896482
6/2/11,12,2.762513766,1,184,1,2.762513766,184,0.060497054
6/2/11,13,2.060722136,1,252,1,2.060722136,252,0.03295084
6/2/11,14,4.31092345,1,285,1,4.31092345,285,0.060949907
6/2/11,15,6.405977538,1,310,1,6.405977538,310,0.083266693
6/2/11,16,3.639013263,1,269,1,3.639013263,269,0.054510348
6/2/11,17,5.048201134,1,157,1,5.048201134,157,0.129564074
6/2/11,18,2.960439533,1,54,1,2.960439533,54,0.220907282
6/2/11,19,1.927412543,1,0,0,1.927412543,,
6/2/11,20,0.047193987,1,0,0,0.047193987,,
6/2/11,21,0,0,0,0,,,
6/2/11,22,0,0,0,0,,,
6/2/11,23,0,0,0,0,,,
6/3/11,0,0,0,0,0,,,
6/3/11,1,0,0,0,0,,,
6/3/11,2,0,0,0,0,,,
6/3/11,3,0,0,0,0,,,
6/3/11,4,0,0,0,0,,,
6/3/11,5,0.003659169,1,47,1,0.003659169,47,0.000313713
6/3/11,6,1.022390114,1,239,1,1.022390114,239,0.017237185
6/3/11,7,4.38298656,1,416,1,4.38298656,416,0.042454566
6/3/11,8,10.16201235,1,496,1,10.16201235,496,0.082555429
6/3/11,9,12.99073183,1,745,1,12.99073183,745,0.070262717
6/3/11,10,20.52376024,1,856,1,20.52376024,856,0.096611932
6/3/11,11,23.91119107,1,914,1,23.91119107,914,0.105415048
6/3/11,12,25.56453637,1,922,1,25.56453637,922,0.111726089
6/3/11,13,25.88751796,1,875,1,25.88751796,875,0.11921474
6/3/11,14,24.43406634,1,777,1,24.43406634,777,0.126713337
