Day,Total GHI Units,Total Final,Non-Zero Final Count,throughput,efficiency
2011-08-14,58.5,323.3966037836275,15,21.559773585575165,2.206845139011737
2011-08-15,26.8,324.7398150786292,15,21.649321005241948,4.837188534552228
2011-08-16,57.6,283.79242212002475,15,18.91949480800165,1.9668470151365656
2011-08-17,40.1,247.26144482024637,15,16.484096321349757,2.461525276830343
2011-08-18,36.4,280.66571369531255,14,20.04755097823661,3.2979454790808402
2011-08-19,40.1,308.32767341760143,14,22.02340524411439,3.2886952146750477
2011-08-20,50.1,262.08332965523005,14,18.720237832516432,2.237469711178414
2011-08-21,50.0,323.9798984037518,15,21.598659893583452,2.586665855518976
2011-08-22,25.7,318.03844790541723,14,22.71703199324409,5.29300123331021
2011-08-23,84.3,258.00645476480327,13,19.846650366523328,1.4097534728779684
2011-08-24,82.7,310.34823277791344,14,22.1677309127081,1.6050895244124643
2011-08-25,54.8,324.03314947585267,14,23.145224962560906,2.529090537453659
2011-08-26,35.4,191.6906256701797,14,13.69218754786998,2.31607759867891
2011-08-27,65.2,314.34250694246344,14,22.45303621017596,2.062106113862088
2011-08-28,44.3,180.0883251196821,14,12.863451794263009,1.738750732520919
2011-08-29,32.0,319.33281527099507,14,22.809486805071078,4.268242291368091
2011-08-30,63.6,51.15861918634425,14,3.654187084738875,0.3440465375606217
2011-08-31,26.4,292.68174764116606,14,20.905839117226147,4.7418433853262
2011-09-01,76.5,257.69501333403554,14,18.406786666716823,1.440787966554485
2011-09-02,64.8,269.5113041743636,14,19.250807441025973,1.7789243218217246
2011-09-03,32.4,36.981476726786546,14,2.641534051913325,0.4881965794177063
2011-09-04,104.7,340.455216562583,14,24.318229754470217,1.390813201932537
2011-09-05,74.8,338.3748828335355,14,24.169634488109676,1.9348709923556373
2011-09-06,49.1,345.244807089741,14,24.66034336355293,3.0074689761275324
2011-09-07,57.4,341.2033733541767,14,24.371669525298334,2.5424763217778734
2011-09-08,78.3,311.6872314122816,14,22.26337367230583,1.702600444498423
2011-09-09,58.5,281.30391223461675,14,20.093136588186912,2.0567210797059126
2011-09-10,44.9,263.0520131820192,14,18.789429513001373,2.505825255458087
2011-09-11,40.9,292.36104711887117,14,20.882931937062228,3.057396005601837
2011-09-12,90.8,293.08086324806015,14,20.93434737486144,1.38056578746877
2011-09-13,67.1,300.5720563454398,14,21.469432596102845,1.9159385487834624
2011-09-14,71.2,205.38238419741393,14,14.67017029981528,1.2337827406828434
2011-09-15,53.4,309.0993396183126,14,22.0785242584509,2.475781499747797
2011-09-16,51.2,54.54498609318398,13,4.195768161014152,0.4907101610467525
2011-09-17,65.6,102.42970491447097,13,7.879208070343921,0.7192208330604575
2011-09-18,62.5,32.059301476952776,12,2.671608456412731,0.25596248684193834
2011-09-19,56.0,278.57098804484895,13,21.428537541911457,2.2913320724883937
2011-09-20,72.9,244.8657033843978,14,17.49040738459984,1.4366663696968072
2011-09-21,92.6,255.55665331805747,13,19.658204101389035,1.271207311169607
2011-09-22,53.3,228.33223603069783,14,16.309445430764132,1.8322954950246748
2011-09-23,50.6,124.02324760330181,14,8.858803400235844,1.048354287500396
2011-09-24,43.3,171.20424979267023,13,13.169557676359249,1.8212384943313258
2011-09-25,47.8,206.20585980204245,12,17.183821650170206,2.1526597412084043
2011-09-26,110.7,16.65421741445898,12,1.387851451204915,0.0750721565651848
2011-09-27,87.2,247.55738964267127,12,20.629782470222604,1.416647150897009
2011-09-28,32.9,117.3815891026364,12,9.781799091886366,1.7803540199636654
2011-09-29,128.6,165.99557396806776,12,13.83296449733898,0.6441067086979532
2011-09-30,112.8,301.1537806951751,12,25.09614839126459,1.3322370361014457
2011-10-01,39.6,307.91475691975404,12,25.65956307664617,3.88005248240582
2011-10-02,22.3,277.04363829775053,12,23.086969858145878,6.199342084838184
2011-10-03,31.9,277.3617215728853,12,23.113476797740443,4.338685037024468
2011-10-04,47.8,281.6207881960319,12,23.468399016335994,2.9399442557983613
2011-10-05,51.1,275.23383068601447,12,22.936152557167873,2.6877148900439285
2011-10-06,80.8,251.6138361722231,12,20.967819681018593,1.5539084959550153
2011-10-07,114.2,270.0754041459935,12,22.50628367883279,1.180106530135847
2011-10-08,92.4,268.2431216879593,12,22.353593473996607,1.4486347742175785
2011-10-09,67.9,258.6486461614569,12,21.554053846788076,1.9008275508001442
2011-10-10,51.800000000000004,191.27435911851936,12,15.93952992654328,1.8425924128434186
2011-10-11,40.7,192.6868510804139,12,16.057237590034493,2.362435461759698
2011-10-12,41.9,70.90867820673932,11,6.446243473339939,0.92124726299286
2011-10-13,103.3,253.57952378979746,12,21.131626982483123,1.2249437417024494
2011-10-14,117.6,158.66147189518824,12,13.22178932459902,0.6732346187522416
2011-10-15,88.7,264.99051884948165,12,22.082543237456804,1.4907643498205485
2011-10-16,73.6,171.14103110670214,12,14.261752592225179,1.1603222299063705
2011-10-17,67.5,77.81852042190216,12,6.48487670182518,0.5752829187691444
2011-10-18,83.0,106.26689667198806,11,9.660626970180733,0.6969646468639156
2011-10-19,134.2,108.78596370006757,12,9.065496975005631,0.40450382283148895
2011-10-20,117.0,102.97457158610536,12,8.581214298842113,0.43918390392763773
2011-10-21,45.6,269.6457446556983,12,22.470478721308194,2.9507404561020323
2011-10-22,41.6,251.18147036770824,12,20.93178919730902,3.0129820931179494
2011-10-23,60.8,184.02407566830516,12,15.33533963902543,1.510335215000141
2011-10-24,61.6,248.3889115234216,12,20.699075960285132,2.0121195233187974
2011-10-25,95.1,127.24026451967656,12,10.603355376639714,0.6676461195363037
2011-10-26,85.89999999999999,76.75113714856367,11,6.977376104414879,0.4863876046102124
2011-10-27,47.1,193.9338760526909,12,16.16115633772424,2.054636756769803
2011-10-28,54.5,186.15752614149437,12,15.513127178457864,1.704458295715856
2011-10-29,55.4,249.37739528318247,12,20.781449606931872,2.246206101183756
2011-10-30,95.6,90.3322294190526,11,8.212020856277508,0.514370058394352
2011-10-31,44.8,257.33197029083965,12,21.44433085756997,2.866276044906166
2011-11-01,99.6,245.25653701548774,12,20.438044751290644,1.228750015107775
2011-11-02,88.4,20.74950103708543,11,1.8863182760986754,0.1277751020198523
2011-11-03,129.3,161.2024827251366,11,14.6547711568306,0.6786784276843344
2011-11-04,51.2,248.39211253486573,12,20.69934271123881,2.4208624989753473
2011-11-05,96.5,31.43945966511965,11,2.8581326968290592,0.17735302639254502
2011-11-06,104.7,141.40184855378854,11,12.854713504889867,0.7351894208654248
2011-11-07,47.2,175.37559211947956,11,15.943235647225414,2.0226372230824894
2011-11-08,140.7,13.134909180607444,10,1.3134909180607444,0.05590060467809561
2011-11-09,153.4,129.16070887313165,10,12.916070887313165,0.5041834539778265
2011-11-10,4.2,0.0,0,,
2011-12-06,28.4,3.3253084598264344,9,0.3694787177584927,0.07790307787772893
2011-12-07,73.6,127.8785158586378,10,12.78785158586378,1.0404070868478081
2011-12-08,34.3,57.907844803513335,10,5.790784480351333,1.0109433285646783
2011-12-09,72.0,139.31430314155295,10,13.931430314155296,1.1586352556682717
2011-12-10,69.5,130.5186808318734,10,13.05186808318734,1.1245309165715196
2011-12-11,85.9,114.81437249192192,10,11.481437249192192,0.800362296305563
2011-12-12,62.4,32.91835164516233,10,3.2918351645162334,0.3158908303120906
2011-12-13,32.6,42.10904357061566,9,4.678782618957296,0.8594068217474186
2011-12-14,76.2,7.373500326326273,8,0.9216875407907841,0.07242896418114826
2011-12-15,131.0,20.823717621651788,9,2.313746402405754,0.10576159447848216
2011-12-16,39.8,220.64315245896577,10,22.064315245896577,3.3196394014829504
2011-12-17,62.6,131.04693092902502,10,13.104693092902503,1.2535338039163688
2011-12-18,90.2,211.23728506602347,10,21.123728506602347,1.4023214218969389
2011-12-19,87.1,118.6765721595458,10,11.86765721595458,0.8158876654925222
2011-12-20,67.3,20.65988419908875,10,2.065988419908875,0.18382151772907754
2011-12-21,48.9,79.97943719608205,10,7.997943719608204,0.9793840196427029
2011-12-22,87.3,29.123651405175526,10,2.9123651405175526,0.19976302655977068
2011-12-23,78.4,160.97183281743006,10,16.097183281743007,1.2294683552596088
2011-12-24,76.2,221.48599832567075,10,22.148599832567076,1.7405032323201688
2011-12-25,92.0,225.9505440516087,10,22.59505440516087,1.470649206271861
2011-12-26,84.6,156.10276566755493,10,15.610276566755493,1.104902009226617
2011-12-27,118.2,34.17900169515827,10,3.417900169515827,0.17315116819740353
2011-12-28,53.699999999999996,182.46376659193388,10,18.246376659193388,2.0346320386259205
2011-12-29,73.7,214.76406869205334,10,21.476406869205334,1.7449286124525984
2011-12-30,81.6,10.494208819349296,10,1.0494208819349296,0.077009281579116
2011-12-31,103.2,180.23419221330744,10,18.023419221330744,1.0457816472479893
2012-01-01,218.3,131.3078309622826,10,13.13078309622826,0.3601806857076939
2012-01-02,176.7,115.78436369463452,11,10.525851244966775,0.35670090193015586
2012-01-03,76.3,218.34578571591214,10,21.834578571591216,1.713577712589857
2012-01-04,78.3,217.65981927609536,10,21.765981927609538,1.664562211026953
2012-01-05,70.3,215.59688459970056,10,21.559688459970054,1.8364143797727495
2012-01-06,68.7,163.42278315646806,10,16.342278315646805,1.4244243666071181
2012-01-07,68.5,203.3713756483669,10,20.337137564836688,1.7777995161359053
2012-01-08,22.6,56.73863598861693,10,5.673863598861693,1.5033288111021388
2012-01-09,90.0,227.97827586571734,10,22.797827586571735,1.516821529379357
2012-01-10,42.9,221.54198523610054,10,22.154198523610056,3.0923046946121824
2012-01-11,68.9,208.86830175854266,10,20.886830175854264,1.8152516600344386
2012-01-12,188.1,27.653617925631504,10,2.7653617925631506,0.08803324109558079
2012-01-13,100.6,74.96659545612832,10,7.4966595456128315,0.44622442266239887
2012-01-14,36.4,191.37250952475395,11,17.397500865886723,2.8619959310861884
2012-01-15,120.8,237.87168663839498,11,21.624698785308635,1.0719305818152751
2012-01-16,69.7,82.34151218254118,10,8.234151218254118,0.7074073847931784
2012-01-17,135.0,29.413318097977513,11,2.673938008907047,0.11860448032410942
2012-01-18,87.5,115.74760569321613,11,10.522509608474193,0.7201033093908772
2012-01-19,109.2,225.3575528716979,11,20.487050261063445,1.1234152717128076
2012-01-20,97.4,13.05645063391227,10,1.305645063391227,0.08026934201768293
2012-01-21,88.6,20.721601023951855,10,2.0721601023951854,0.14004677568532364
2012-01-22,114.1,12.756967311981134,10,1.2756967311981133,0.0669491900265086
2012-01-23,132.8,54.690177722531374,10,5.469017772253137,0.24660097450820365
2012-01-24,53.1,99.90349607757913,11,9.082136007052648,1.024181693906272
2012-01-25,64.5,63.96798637571434,11,5.8152714887013035,0.5398757358493529
2012-01-26,53.4,44.164477758670024,11,4.014952523515457,0.4502178254183158
2012-01-27,75.2,61.849016739995776,10,6.184901673999578,0.4924912149636561
2012-01-28,133.7,245.71704578668124,11,22.33791325333466,1.000448463730788
2012-01-29,87.4,224.88414846054036,11,20.44401349641276,1.4006778317332906
2012-01-30,104.8,233.5705961695861,11,21.233690560871466,1.213242821277567
2012-01-31,97.9,177.36763646832625,11,16.12433058802966,0.986239813816473
2012-02-01,35.7,122.99745866110486,11,11.181587151009532,1.8755073300473897
2012-02-02,29.4,197.11797093007297,11,17.91981553909754,3.6498056008590054
2012-02-03,102.4,21.41067377612524,11,1.9464248887386582,0.11382069194064946
2012-02-04,115.9,17.358987538896173,11,1.5780897762632884,0.08153269524436658
2012-02-05,52.8,50.089521288176925,11,4.553592844379721,0.5164208905348079
2012-02-06,54.0,36.08881051090274,11,3.2808009555366127,0.36380582784837134
2012-02-07,83.0,17.612422249755515,11,1.6011292954323195,0.1155132598970002
2012-02-08,56.3,105.4381877538867,11,9.585289795807881,1.0194839233583861
2012-02-09,81.3,108.75851797814151,12,9.063209831511793,0.6675365012787557
2012-02-10,137.8,74.55451206326047,11,6.777682914841861,0.2945205198387779
2012-02-11,140.7,305.10973221224725,12,25.42581101768727,1.0820921490786986
2012-02-12,82.3,297.1901510970162,12,24.76584592475135,1.801925620793748
2012-02-13,70.0,18.796458094317266,11,1.708768917665206,0.14617356010822977
2012-02-14,58.3,87.44614395318263,11,7.949649450289329,0.816512715593444
2012-02-15,54.2,149.20405583365022,11,13.564005075786383,1.4985532708516234
2012-02-16,81.2,290.5515976451006,12,24.212633137091718,1.7855397434509097
2012-02-17,85.2,238.44897980789486,12,19.870748317324573,1.3965553623263736
2012-02-18,62.9,292.74817102041123,12,24.395680918367603,2.3224470853238777
2012-02-19,39.2,290.2433925482968,12,24.186949379024735,3.69469469922778
2012-02-20,112.1,215.28278784282196,12,17.940232320235165,0.958309909364242
2012-02-21,122.1,171.79542004865343,11,15.617765458968494,0.7659259102908923
2012-02-22,47.7,154.65661725843134,12,12.888051438202611,1.617902740205452
2012-02-23,78.2,13.717384334727184,11,1.247034939520653,0.09548945123977005
2012-02-24,151.3,44.779673802048194,11,4.070879436549836,0.16111383722508069
2012-02-25,85.2,307.6657932181147,12,25.63881610150956,1.801946536610551
2012-02-26,138.9,295.1469390393019,12,24.59557825327516,1.0603233383459931
2012-02-27,86.2,314.87611715017226,12,26.23967642918102,1.8227820296192547
2012-02-28,104.6,63.68391111837576,12,5.30699259319798,0.30380878357231883
2012-02-29,211.1,74.18158509571063,12,6.181798757975886,0.17535177181333836
2012-03-01,73.6,163.70277113634918,12,13.641897594695765,1.1098914340907124
2012-03-02,134.2,20.904709067627174,13,1.6080545436636287,0.07175163281471165
2012-03-03,139.7,84.0110759105645,12,7.000922992547042,0.3000837119982101
2012-03-04,73.3,132.11737096959646,11,12.010670088145133,0.9811757185338845
2012-03-05,81.5,169.49654391056143,12,14.124711992546786,1.0377805365377308
2012-03-06,162.4,293.2192623064583,13,22.55532786972756,0.831661598099155
2012-03-07,172.5,32.64789498674229,12,2.720657915561857,0.09444269428315047
2012-03-08,121.2,313.13592052116405,13,24.087378501628002,1.190064351575463
2012-03-09,69.5,322.9488024266487,13,24.84221557128067,2.140370962071311
2012-03-10,127.1,317.88207704424207,13,24.452467464941698,1.1520217220134883
2012-03-11,103.3,169.78969675031016,12,14.14914139585918,0.8201877790899816
2012-03-12,101.8,125.5010818847376,13,9.653929375749046,0.5678581565208902
2012-03-13,60.1,303.367030760037,13,23.335925443079766,2.325059575665285
2012-03-14,104.6,164.56982184830463,13,12.659217065254202,0.7247007170317608
2012-03-15,72.5,268.9163042569389,13,20.685869558226067,1.7085169984081
2012-03-16,77.9,230.24527437867525,13,17.711174952205788,1.3614241313680049
2012-03-17,99.4,243.26594041820985,13,18.712764647554604,1.127288560558236
2012-03-18,111.1,204.05650801113302,13,15.696654462394848,0.8460120872060477
2012-03-19,125.3,205.22497186407705,12,17.102080988673087,0.817299845098618
2012-03-20,114.4,260.9206817360018,13,20.07082167200014,1.0505643436204586
2012-03-21,71.7,152.3675744419973,13,11.720582649384408,0.9788442069321113
2012-03-22,69.4,56.91232563916625,13,4.377871203012789,0.3777348360638482
2012-03-23,24.599999999999998,159.34400315325234,14,11.381714510946596,2.770486955587994
2012-03-24,52.699999999999996,93.45807553372644,13,7.1890827333635725,0.8168576774379408
2012-03-25,49.4,263.2861054826091,14,18.80615039161494,2.279588643556806
2012-03-26,149.6,174.47901108037794,13,13.421462390798304,0.5372195071407307
2012-03-27,166.6,190.75751078638842,13,14.673654675876033,0.5274081372384655
2012-03-28,89.6,325.61722031364025,14,23.258372879545732,1.5543715835881184
2012-03-29,103.9,207.35829709857103,14,14.811306935612217,0.8536136736505171
2012-03-30,93.4,107.61650770167934,13,8.27819290012918,0.5307282373238008
2012-03-31,80.6,192.91888810262714,13,14.839914469432857,1.1025032666255228
2012-04-01,65.9,297.3896641957549,14,21.24211887112535,1.9301717237263274
2012-04-02,116.2,294.6168183342209,14,21.04405845244435,1.0844434256673066
2012-04-03,80.1,252.53143724811557,14,18.037959803436827,1.3484611154796646
2012-04-04,120.7,292.7957421321087,14,20.91398158086491,1.037559425351364
2012-04-05,112.7,326.54077756872135,14,23.324341254908667,1.2392787409161448
2012-04-06,72.1,338.71731863863835,14,24.194094188474168,2.009359438278021
2012-04-07,77.8,73.17145933173776,14,5.22653280940984,0.40226996978355684
2012-04-08,84.5,332.3410166834394,14,23.7386440488171,1.6822197533087981
2012-04-09,114.1,339.15002061659686,14,24.22500147261406,1.2713399566833412
2012-04-10,102.2,351.8157851544425,14,25.129698939603035,1.472380030912912
2012-04-11,46.0,344.0721936377329,14,24.576585259838062,3.1992430694920677
2012-04-12,48.3,291.4667254167517,14,20.81905181548226,2.5810555058184583
2012-04-13,140.29999999999998,45.32765829704076,14,3.2376898783600545,0.13818506444104184
2012-04-14,71.3,98.79297914876734,14,7.056641367769096,0.5926414801059113
2012-04-15,169.5,113.87836510732821,13,8.759874239025248,0.3094651136320367
2012-04-16,162.0,212.22975870318345,14,15.159268478798818,0.5603337206623353
2012-04-17,39.7,320.51204508727886,14,22.893717506234204,3.4531014806006426
2012-04-18,93.5,171.96109438257488,14,12.282935313041063,0.7866364797490194
2012-04-19,73.7,67.04063683978318,14,4.78861691712737,0.38906855898466597
2012-04-20,111.9,149.96438554043448,14,10.711741824316748,0.5732097105690361
2012-04-21,23.8,207.75534844428552,14,14.839667746020394,3.733625458164443
2012-04-22,79.3,306.82737961607495,14,21.91624140114821,1.6549177610339127
2012-04-23,83.6,262.3139188688786,14,18.736708490634186,1.3420557323606987
2012-04-24,43.5,278.25141598279583,14,19.875101141628274,2.735921418078089
2012-04-25,72.9,253.8487322643028,14,18.132052304593056,1.4893712414342553
2012-04-26,101.6,332.9200860909411,14,23.780006149352936,1.4015280157806203
2012-04-27,128.8,222.0775488108945,14,15.862682057921036,0.7374698766095621
2012-04-28,117.0,67.85371240075264,13,5.219516338519434,0.26713323806333156
2012-04-29,76.6,64.09447310699977,14,4.578176650499984,0.3578881389049565
2012-04-30,40.7,113.1700520291438,15,7.544670135276253,1.1100163508770546
2012-05-01,73.7,98.20368211889019,14,7.01454872277787,0.5699224662840835
2012-05-02,92.7,135.0684754754952,13,10.389882728884247,0.6711420349517306
2012-05-03,82.5,202.09669040951465,14,14.435477886393903,1.0477574223475887
2012-05-04,47.7,246.64652819860416,14,17.617609157043155,2.2116282098749864
2012-05-05,90.5,264.38170367870066,15,17.62544691191338,1.1662055058003362
2012-05-06,62.0,166.27343455924756,15,11.084895637283172,1.0705906545569994
2012-05-07,88.0,257.6211185458074,15,17.17474123638716,1.1686677488015216
2012-05-08,96.6,254.36267211545336,15,16.957511474363557,1.0511592637311438
2012-05-09,73.8,279.9597466401678,16,17.497484165010487,1.4197202477168014
2012-05-10,40.6,327.9016607994545,16,20.493853799965905,3.0226031385454566
2012-05-11,88.9,300.60473114624,16,18.78779569664,1.265486733842102
2012-05-12,78.2,271.9358378152632,16,16.99598986345395,1.3014372684391282
2012-05-13,42.4,325.86207203978984,16,20.366379502486865,2.876282270716143
2012-05-14,40.4,317.99717850047267,16,19.874823656279542,2.9458148538980766
2012-05-15,91.3,299.3212244775891,16,18.70757652984932,1.226959653301239
2012-05-16,57.7,328.60856601021146,16,20.538035375638216,2.1314081067298556
2012-05-17,81.5,311.7894213723562,16,19.48683883577226,1.4317504012176085
2012-05-18,86.0,310.16863594258206,16,19.38553974641138,1.3497799572769376
2012-05-19,86.6,240.53546272886297,16,15.033466420553935,1.0395006583060626
2012-05-20,105.1,271.35977661806055,16,16.959986038628784,0.9662873703760199
2012-05-21,81.6,337.42409433986575,16,21.08900589624161,1.5475670641248103
2012-05-22,43.699999999999996,316.7307569803691,16,19.79567231127307,2.7125162459437746
2012-05-23,109.7,308.26340192958713,16,19.266462620599196,1.0516685473501053
2012-05-24,145.4,252.23677358649516,16,15.764798349155948,0.6492433983129731
2012-05-25,48.8,153.65383691682945,16,9.60336480730184,1.178384805058143
2012-05-26,74.6,258.46227620259185,16,16.15389226266199,1.2966473698176295
2012-05-27,91.7,310.9893626138739,16,19.436835163367117,1.2692282934697965
2012-05-28,113.1,232.33317961610027,16,14.520823726006267,0.7687978804198642
2012-05-29,83.4,330.21834968145833,16,20.638646855091146,1.4818310756250912
2012-05-30,69.3,327.28027091597585,16,20.45501693224849,1.7674622125660793
2012-05-31,86.1,57.61000015609587,14,4.115000011149705,0.28618720824203203
2012-06-01,68.7,288.4807293942633,16,18.030045587141455,1.571533403685333
2012-06-02,60.2,213.27662972850104,16,13.329789358031315,1.3258986370811183
2012-06-03,44.6,267.56871973690886,16,16.723044983556804,2.245246500303
2012-06-04,68.9,228.97290607229496,16,14.310806629518435,1.2437366164204333
2012-06-05,42.7,268.33298834360374,16,16.770811771475234,2.3518506459879163
2012-06-06,53.0,322.4224233009376,16,20.1514014563086,2.2767372563900805
2012-06-07,22.400000000000002,299.1331229530275,16,18.69582018456422,4.997813351305661
2012-06-08,50.0,306.15758056441115,16,19.134848785275697,2.2915986569192452
2012-06-09,69.8,315.9764468291298,16,19.748527926820614,1.6941928115248541
2012-06-10,108.0,310.17709643687743,16,19.38606852730484,1.0748540988747417
2012-06-11,94.4,239.98335345319214,16,14.998959590824509,0.9514208610844735
2012-06-12,74.5,339.9181925950986,16,21.244887037193664,1.707582448836046
2012-06-13,56.1,241.41118521650708,16,15.088199076031692,1.610490150824735
2012-06-14,90.8,301.7575226917728,16,18.8598451682358,1.2437577599142553
2012-06-15,90.4,245.63181255129476,16,15.351988284455922,1.0169034685798262
2012-06-16,81.1,243.61497584740994,15,16.24099838982733,1.1991552079437178
2012-06-17,53.9,306.5765124308944,16,19.1610320269309,2.128696080225179
2012-06-18,133.9,306.6154150370598,16,19.163463439816237,0.8569923680562506
2012-06-19,112.8,299.4017556764682,16,18.712609729779263,0.9933648516679017
2012-06-20,118.7,298.6725664432787,16,18.66703540270492,0.9416904389723461
2012-06-21,81.8,313.21442536328414,16,19.57590158520526,1.433019163521753
2012-06-22,40.6,313.47348839860825,16,19.592093024913016,2.889603997656856
2012-06-23,59.6,147.01355166697667,16,9.188346979186042,0.9231550636163287
2012-06-24,52.4,262.53567465422054,15,17.50237831028137,2.0000889416146377
2012-06-25,89.4,332.80984734851074,16,20.80061545928192,1.3932280043457999
2012-06-26,71.0,314.48001798172794,16,19.655001123857996,1.6576706691286156
2012-06-27,105.2,306.7789901977276,16,19.173686887357974,1.09137353927267
2012-06-28,68.9,260.9508575920124,16,16.309428599500777,1.4174346748738322
